date,score,Sentiment score,Relatedness
2022/4/19,6,65,80
2022/4/19,0,50,70
2022/4/19,0,-80,50
2022/4/19,5,70,85
2022/4/19,1,-70,10
2022/4/19,2,-60,40
2022/4/19,2,-30,60
2022/4/19,6,60,80
2022/4/20,0,-60,20
2022/4/20,0,-30,60
2022/4/20,0,-60,70
2022/4/20,2,-75,35
2022/4/20,1,70,85
2022/4/20,12,-90,85
2022/4/20,0,-30,60
2022/4/20,6,10,40
2022/4/20,5,-60,70
2022/4/20,6,-10,60
2022/4/20,0,70,60
2022/4/20,6,-50,50
2022/4/20,2,-70,20
2022/4/20,8,-10,60
2022/4/20,0,-15,30
2022/4/20,7,-50,60
2022/4/20,2,-70,30
2022/4/20,1,50,30
2022/4/20,7,-70,60
2022/4/20,0,-70,5
2022/4/20,2,-40,85
2022/4/21,3,-70,60
2022/4/21,0,-75,90
2022/4/21,0,-70,80
2022/4/21,1,-50,65
2022/4/21,1,70,50
2022/4/21,10,-20,60
2022/4/21,4,-50,70
2022/4/21,1,-60,80
2022/4/21,3,70,85
2022/4/21,0,-60,80
2022/4/21,3,-20,70
2022/4/21,4,-75,10
2022/4/21,7,-50,70
2022/4/21,0,-70,80
2022/4/21,0,-10,20
2022/4/21,1,60,75
2022/4/21,0,-30,40
2022/4/21,1,-80,40
2022/4/21,2,0,20
2022/4/21,0,80,90
2022/4/21,5,65,80
2022/4/22,0,-50,75
2022/4/22,10,-70,60
2022/4/22,3,-60,30
2022/4/22,0,70,90
2022/4/22,7,-60,75
2022/4/22,1,-75,60
2022/4/22,6,-70,30
2022/4/22,0,-50,80
2022/4/22,1,20,40
2022/4/22,0,-50,60
2022/4/22,0,-10,40
2022/4/22,3,10,60
2022/4/22,2,-60,30
2022/4/22,4,-80,60
2022/4/22,0,60,75
2022/4/22,0,-90,80
2022/4/22,0,-20,60
2022/4/23,0,-50,80
2022/4/23,3,-70,80
2022/4/23,1,-30,60
2022/4/23,0,-70,60
2022/4/23,6,-20,70
2022/4/23,0,-70,60
2022/4/23,7,80,90
2022/4/23,16,-85,60
2022/4/23,22,-60,80
2022/4/23,1,20,60
2022/4/23,15,-70,70
2022/4/23,0,10,60
2022/4/23,0,-70,30
2022/4/23,0,-30,60
2022/4/23,2,-80,90
2022/4/23,0,70,80
2022/4/23,1,-85,70
2022/4/23,6,70,80
2022/4/23,1,60,80
2022/4/23,2,75,80
2022/4/24,3,-70,60
2022/4/24,9,70,85
2022/4/24,4,-20,10
2022/4/24,0,-80,90
2022/4/24,0,75,85
2022/4/24,0,-25,40
2022/4/24,5,55,40
2022/4/24,0,60,50
2022/4/24,5,-70,40
2022/4/24,1,20,10
2022/4/24,0,10,20
2022/4/24,0,75,20
2022/4/25,0,-20,30
2022/4/25,1,-80,70
2022/4/25,0,75,80
2022/4/25,0,-60,40
2022/4/25,0,10,25
2022/4/25,0,10,20
2022/4/25,6,-70,20
2022/4/25,0,-70,30
2022/4/25,4,-75,20
2022/4/25,7,-70,30
2022/4/25,0,40,70
2022/4/25,0,-50,0
2022/4/25,0,-30,40
2022/4/25,1,-80,60
2022/4/26,1,75,50
2022/4/26,5,-80,60
2022/4/26,1,-80,60
2022/4/26,2,-20,60
2022/4/26,1,-70,40
2022/4/26,5,-40,60
2022/4/26,9,10,60
2022/4/26,3,-70,60
2022/4/26,1,20,10
2022/4/26,12,-20,50
2022/4/26,1,50,80
2022/4/26,0,-70,40
2022/4/26,9,20,60
2022/4/26,10,50,70
2022/4/26,3,75,85
2022/4/26,10,-70,55
2022/4/26,2,-70,80
2022/4/26,1,-60,70
2022/4/26,2,60,30
2022/4/26,0,-70,30
2022/4/26,1,75,50
2022/4/26,0,-60,40
2022/4/26,1,80,60
2022/4/26,0,-70,60
2022/4/26,1,-5,50
2022/4/26,0,-60,20
2022/4/26,0,80,40
2022/4/26,0,10,70
2022/4/26,0,-30,60
2022/4/26,11,-70,20
2022/4/26,1,-85,10
2022/4/26,0,-20,30
2022/4/26,0,-35,20
2022/4/26,4,-75,20
2022/4/26,0,50,20
2022/4/26,0,50,20
2022/4/26,1,40,70
2022/4/26,0,-40,10
2022/4/27,0,-70,30
2022/4/27,6,50,70
2022/4/27,8,-70,60
2022/4/27,0,-60,80
2022/4/27,7,-70,20
2022/4/27,0,10,50
2022/4/27,14,65,80
2022/4/27,9,-70,50
2022/4/27,0,25,80
2022/4/27,0,-60,20
2022/4/27,3,75,90
2022/4/27,0,20,50
2022/4/27,0,70,50
2022/4/27,8,-75,80
2022/4/27,15,-70,85
2022/4/27,0,-80,30
2022/4/27,0,10,30
2022/4/28,0,60,20
2022/4/28,1,-60,20
2022/4/28,8,10,70
2022/4/28,13,-70,80
2022/4/28,0,-20,75
2022/4/28,6,-60,70
2022/4/28,0,0,50
2022/4/28,5,50,70
2022/4/28,3,30,20
2022/4/28,1,-70,60
2022/4/28,2,50,70
2022/4/28,4,-65,75
2022/4/28,2,-30,50
2022/4/28,0,-20,30
2022/4/28,0,-60,20
2022/4/28,0,-50,25
2022/4/29,9,-50,30
2022/4/29,0,-50,60
2022/4/29,8,-30,70
2022/4/29,9,-80,60
2022/4/29,0,-90,5
2022/4/29,0,-60,80
2022/4/29,6,80,90
2022/4/29,8,-60,75
2022/4/29,1,40,70
2022/4/29,2,70,85
2022/4/29,2,-40,20
2022/4/29,4,75,40
2022/4/29,0,-75,20
2022/4/29,0,-70,60
2022/4/29,2,50,30
2022/4/29,1,10,30
2022/4/29,3,50,70
2022/4/29,7,-60,40
2022/4/29,9,-40,70
2022/4/30,0,-70,85
2022/4/30,0,0,10
2022/4/30,2,-10,60
2022/4/30,13,-80,70
2022/4/30,11,70,80
2022/4/30,0,-80,70
2022/4/30,0,-80,40
2022/4/30,11,25,70
2022/4/30,4,10,20
2022/4/30,1,40,20
2022/4/30,0,10,80
2022/4/30,6,10,65
2022/4/30,6,20,60
2022/4/30,0,-30,10
2022/4/30,5,-45,75
2022/4/30,6,10,30
2022/5/1,2,70,60
2022/5/1,13,-60,70
2022/5/1,11,-70,50
2022/5/1,11,-80,90
2022/5/1,3,60,40
2022/5/1,0,-80,60
2022/5/1,0,-60,70
2022/5/1,3,80,70
2022/5/1,0,20,30
2022/5/1,0,-30,60
2022/5/1,3,-70,20
2022/5/1,1,15,60
2022/5/1,0,-10,20
2022/5/1,0,-30,60
2022/5/1,2,-70,45
2022/5/1,2,60,70
2022/5/1,1,-40,10
2022/5/1,0,-50,20
2022/5/1,4,-70,10
2022/5/1,0,-50,10
2022/5/1,0,-30,20
2022/5/1,1,25,10
2022/5/2,5,-30,60
2022/5/2,5,-60,70
2022/5/2,0,-40,20
2022/5/2,0,40,80
2022/5/2,0,-40,20
2022/5/2,0,40,10
2022/5/2,8,40,70
2022/5/2,1,10,75
2022/5/2,0,70,80
2022/5/2,3,-70,40
2022/5/2,0,-10,60
2022/5/2,1,-30,40
2022/5/2,0,-60,50
2022/5/2,2,-70,60
2022/5/2,0,-70,50
2022/5/2,0,-60,20
2022/5/2,2,80,90
2022/5/2,1,-80,20
2022/5/2,1,50,20
2022/5/2,0,-80,60
2022/5/2,5,-40,60
2022/5/2,4,70,85
2022/5/2,0,10,80
2022/5/3,0,-70,15
2022/5/3,2,-60,80
2022/5/3,1,-70,80
2022/5/3,0,25,70
2022/5/3,0,-70,30
2022/5/3,0,-60,20
2022/5/3,0,-65,20
2022/5/3,0,30,60
2022/5/3,2,60,70
2022/5/3,0,-90,65
2022/5/3,0,-40,70
2022/5/3,1,60,80
2022/5/3,5,-90,60
2022/5/3,7,-70,80
2022/5/3,1,50,60
2022/5/3,0,-30,50
2022/5/3,1,80,60
2022/5/3,0,70,85
2022/5/3,11,-30,70
2022/5/3,1,-70,30
2022/5/3,1,-85,60
2022/5/3,2,-20,60
2022/5/3,1,10,50
2022/5/3,1,-10,70
2022/5/3,3,5,70
2022/5/3,0,70,80
2022/5/3,0,-65,40
2022/5/3,0,-80,20
2022/5/3,5,-25,75
2022/5/3,4,80,70
2022/5/3,1,-70,20
2022/5/3,0,-20,40
2022/5/3,0,-80,20
2022/5/3,0,70,50
2022/5/3,10,10,80
2022/5/3,0,-75,80
2022/5/3,0,-50,30
2022/5/3,0,-70,30
2022/5/3,0,-60,30
2022/5/3,0,20,10
2022/5/3,1,60,70
2022/5/4,1,-70,90
2022/5/4,11,10,60
2022/5/4,4,-80,70
2022/5/4,4,55,70
2022/5/4,0,-70,40
2022/5/4,2,-70,60
2022/5/4,0,70,80
2022/5/4,7,20,70
2022/5/4,5,-65,80
2022/5/4,5,-85,60
2022/5/4,0,75,90
2022/5/4,2,-70,30
2022/5/4,3,50,70
2022/5/4,3,50,60
2022/5/4,5,10,60
2022/5/4,6,70,80
2022/5/4,2,40,75
2022/5/4,3,-60,70
2022/5/4,0,-65,70
2022/5/5,1,-20,40
2022/5/5,2,-75,50
2022/5/5,0,-30,40
2022/5/5,2,-20,40
2022/5/5,3,25,60
2022/5/5,0,-15,75
2022/5/5,0,70,80
2022/5/5,14,-20,60
2022/5/5,4,75,90
2022/5/5,3,-20,30
2022/5/5,5,20,60
2022/5/5,0,-70,65
2022/5/5,9,60,80
2022/5/5,0,-70,60
2022/5/5,2,-70,20
2022/5/5,0,10,80
2022/5/5,5,60,20
2022/5/5,3,80,70
2022/5/5,8,75,90
2022/5/5,2,-70,80
2022/5/5,6,30,60
2022/5/5,0,-70,30
2022/5/5,16,80,90
2022/5/5,0,-70,50
2022/5/5,0,10,20
2022/5/5,1,-70,20
2022/5/5,6,60,70
2022/5/5,1,-75,20
2022/5/5,1,20,60
2022/5/5,5,-60,80
2022/5/5,6,-30,20
2022/5/5,8,70,80
2022/5/5,0,-80,20
2022/5/5,0,-40,20
2022/5/5,8,-10,70
2022/5/5,8,-10,60
2022/5/5,0,-60,30
2022/5/5,0,-80,60
2022/5/5,2,-40,70
2022/5/5,2,-40,60
2022/5/5,1,-70,80
2022/5/5,5,40,70
2022/5/5,1,-20,70
2022/5/6,2,-70,20
2022/5/6,0,-70,60
2022/5/6,0,-70,30
2022/5/6,8,-20,40
2022/5/6,11,-20,70
2022/5/6,13,35,70
2022/5/6,0,-65,45
2022/5/6,3,-70,80
2022/5/6,2,-80,20
2022/5/6,0,-90,70
2022/5/6,5,-20,40
2022/5/6,6,-50,75
2022/5/6,18,-50,80
2022/5/6,4,50,90
2022/5/6,1,-30,10
2022/5/6,6,-50,20
2022/5/6,5,-60,75
2022/5/6,0,-80,70
2022/5/6,3,70,60
2022/5/6,1,-70,20
2022/5/6,3,-85,10
2022/5/6,5,-60,70
2022/5/6,0,-10,25
2022/5/6,4,80,70
2022/5/7,5,-80,90
2022/5/7,5,70,80
2022/5/7,8,80,70
2022/5/8,1,-10,70
2022/5/8,14,-20,70
2022/5/8,10,-70,60
2022/5/8,5,75,20
2022/5/9,0,40,70
2022/5/9,0,5,60
2022/5/9,9,-60,70
2022/5/9,8,-80,90
2022/5/9,20,20,80
2022/5/9,2,70,85
2022/5/9,0,-60,50
2022/5/9,0,60,80
2022/5/9,0,-70,20
2022/5/9,2,-70,80
2022/5/9,1,-30,70
2022/5/9,0,-90,20
2022/5/9,0,-50,10
2022/5/9,3,-60,40
2022/5/9,4,-30,70
2022/5/9,5,50,90
2022/5/9,2,-60,20
2022/5/9,0,-60,20
2022/5/9,0,60,80
2022/5/9,0,-80,20
2022/5/9,2,0,0
2022/5/9,0,-75,20
2022/5/9,2,-60,80
2022/5/9,2,-70,40
2022/5/9,3,80,90
2022/5/9,2,-10,50
2022/5/9,22,-40,70
2022/5/10,0,30,70
2022/5/10,0,-40,60
2022/5/10,0,30,50
2022/5/10,5,20,80
2022/5/10,0,-70,80
2022/5/10,0,30,60
2022/5/10,1,-50,30
2022/5/10,8,50,70
2022/5/10,0,-80,30
2022/5/10,9,65,80
2022/5/10,0,50,70
2022/5/10,1,-60,20
2022/5/10,14,-70,30
2022/5/10,8,-75,90
2022/5/10,7,-50,60
2022/5/10,2,-60,70
2022/5/10,0,-60,40
2022/5/10,1,-50,70
2022/5/10,0,20,60
2022/5/10,4,70,60
2022/5/10,6,-70,80
2022/5/10,6,65,80
2022/5/10,0,60,80
2022/5/10,0,-80,70
2022/5/10,3,-20,60
2022/5/10,3,-70,60
2022/5/10,4,-70,10
2022/5/10,0,-80,40
2022/5/10,0,-50,20
2022/5/10,0,-60,20
2022/5/10,1,60,50
2022/5/10,10,80,20
2022/5/11,1,-80,50
2022/5/11,0,-60,80
2022/5/11,11,-60,70
2022/5/11,10,-70,80
2022/5/11,0,-70,20
2022/5/11,0,-80,30
2022/5/11,1,-60,30
2022/5/11,2,-75,60
2022/5/11,0,-50,30
2022/5/11,0,-70,25
2022/5/11,2,-20,80
2022/5/11,0,-80,10
2022/5/11,8,-70,60
2022/5/11,2,70,60
2022/5/11,1,-20,10
2022/5/11,0,-70,50
2022/5/11,1,60,80
2022/5/11,1,70,80
2022/5/11,0,-70,10
2022/5/11,5,60,70
2022/5/12,0,30,80
2022/5/12,0,-60,75
2022/5/12,3,5,60
2022/5/12,0,-70,45
2022/5/12,0,-30,20
2022/5/12,0,-70,90
2022/5/12,2,-60,75
2022/5/12,0,70,20
2022/5/12,1,50,40
2022/5/12,1,-50,70
2022/5/12,7,-60,80
2022/5/12,11,60,70
2022/5/12,10,-70,60
2022/5/12,0,-70,60
2022/5/12,0,10,20
2022/5/12,0,-70,20
2022/5/12,1,-80,40
2022/5/12,0,-80,20
2022/5/12,0,-70,60
2022/5/12,1,-40,10
2022/5/12,1,-70,10
2022/5/12,14,80,90
2022/5/13,0,-85,90
2022/5/13,1,70,80
2022/5/13,1,-50,75
2022/5/13,0,-90,30
2022/5/13,0,-65,78
2022/5/13,9,-60,80
2022/5/13,1,10,60
2022/5/13,0,-50,20
2022/5/13,3,-80,50
2022/5/13,1,50,85
2022/5/13,0,0,20
2022/5/13,10,-70,60
2022/5/13,0,-80,20
2022/5/13,0,-70,40
2022/5/13,0,-40,60
2022/5/13,0,10,60
2022/5/13,0,-80,20
2022/5/13,15,-60,50
2022/5/13,10,65,80
2022/5/13,0,20,50
2022/5/13,2,80,70
2022/5/13,1,-80,40
2022/5/13,3,-70,30
2022/5/13,0,-30,20
2022/5/13,1,-50,20
2022/5/13,1,30,70
2022/5/13,12,-20,60
2022/5/13,2,75,50
2022/5/13,2,15,60
2022/5/13,3,70,50
2022/5/14,0,-60,90
2022/5/14,14,50,70
2022/5/14,1,-25,60
2022/5/14,2,-80,60
2022/5/14,0,-70,75
2022/5/14,14,-70,80
2022/5/14,1,-70,40
2022/5/14,0,10,30
2022/5/14,6,-50,95
2022/5/14,1,-10,30
2022/5/14,3,-50,60
2022/5/14,5,-50,75
2022/5/14,5,-65,75
2022/5/14,0,-80,65
2022/5/14,3,-50,20
2022/5/14,2,-60,20
2022/5/14,0,-60,70
2022/5/14,15,-70,80
2022/5/14,3,-70,40
2022/5/14,0,-80,70
2022/5/14,1,-70,80
2022/5/14,1,-25,40
2022/5/14,0,40,60
2022/5/14,2,-30,10
2022/5/14,1,-30,60
2022/5/14,4,-70,50
2022/5/14,2,20,60
2022/5/14,17,-80,70
2022/5/14,17,-50,70
2022/5/15,4,-50,20
2022/5/15,0,-50,20
2022/5/15,0,-60,90
2022/5/15,1,-75,85
2022/5/15,0,-50,30
2022/5/15,0,-70,60
2022/5/15,0,20,60
2022/5/15,1,60,70
2022/5/16,1,-10,40
2022/5/16,3,0,100
2022/5/16,0,30,60
2022/5/16,0,5,75
2022/5/16,3,-30,70
2022/5/16,0,-70,30
2022/5/16,9,-80,90
2022/5/16,1,-70,95
2022/5/16,10,75,60
2022/5/16,1,-40,85
2022/5/16,0,-60,80
2022/5/16,0,-70,30
2022/5/16,5,-65,45
2022/5/16,3,-70,20
2022/5/16,3,-80,60
2022/5/16,4,-60,20
2022/5/16,0,-70,60
2022/5/16,9,-60,30
2022/5/16,0,-60,25
2022/5/16,0,-80,10
2022/5/16,1,-50,80
2022/5/16,2,-75,20
2022/5/16,6,50,60
2022/5/17,0,10,60
2022/5/17,0,-20,40
2022/5/17,0,-60,60
2022/5/17,0,-70,40
2022/5/17,4,-70,85
2022/5/17,0,30,60
2022/5/17,8,60,80
2022/5/17,3,-80,40
2022/5/17,0,-85,20
2022/5/17,0,-10,20
2022/5/17,7,70,90
2022/5/18,1,-70,60
2022/5/18,1,-70,60
2022/5/18,0,-85,20
2022/5/18,0,-85,20
2022/5/18,9,-70,80
2022/5/18,2,30,70
2022/5/18,7,70,80
2022/5/18,1,-50,20
2022/5/18,0,-70,30
2022/5/18,0,-80,60
2022/5/18,1,-25,20
2022/5/18,0,-80,30
2022/5/18,3,60,20
2022/5/18,0,-30,60
2022/5/18,3,50,80
2022/5/18,2,50,30
2022/5/19,0,75,90
2022/5/19,0,10,30
2022/5/19,4,-80,70
2022/5/19,0,-60,30
2022/5/19,0,-70,30
2022/5/19,1,-50,75
2022/5/19,0,-70,30
2022/5/19,2,15,60
2022/5/19,3,70,80
2022/5/19,0,-70,60
2022/5/19,6,-70,40
2022/5/19,1,75,60
2022/5/19,8,-60,75
2022/5/19,4,-60,40
2022/5/19,0,-50,10
2022/5/19,1,-70,40
2022/5/19,0,-70,60
2022/5/19,3,-75,85
2022/5/19,1,70,60
2022/5/19,5,-70,60
2022/5/19,0,60,80
2022/5/19,0,40,60
2022/5/19,0,-70,60
2022/5/19,0,80,70
2022/5/19,0,-70,60
2022/5/19,2,-50,70
2022/5/19,0,-75,30
2022/5/19,2,50,75
2022/5/19,0,-30,60
2022/5/19,0,-10,70
2022/5/19,1,-40,85
2022/5/19,3,60,75
2022/5/19,2,-10,70
2022/5/19,1,-80,20
2022/5/19,4,-60,90
2022/5/19,0,-30,20
2022/5/19,0,70,20
2022/5/19,0,-25,30
2022/5/19,5,70,85
2022/5/19,0,-10,20
2022/5/19,0,-20,40
2022/5/19,2,-10,20
2022/5/19,6,30,70
2022/5/19,1,-60,45
2022/5/19,0,-10,70
2022/5/19,0,50,30
2022/5/19,0,40,70
2022/5/19,0,-50,20
2022/5/19,7,-65,80
2022/5/19,1,30,50
2022/5/19,0,-40,60
2022/5/19,0,20,70
2022/5/19,1,70,30
2022/5/19,0,-10,40
2022/5/19,4,20,30
2022/5/19,2,75,80
2022/5/19,1,-20,60
2022/5/19,4,-50,60
2022/5/20,2,-20,10
2022/5/20,0,-60,90
2022/5/20,0,10,5
2022/5/20,0,-30,60
2022/5/20,0,-70,60
2022/5/20,1,70,40
2022/5/20,1,-30,70
2022/5/20,1,50,90
2022/5/20,1,75,90
2022/5/20,8,75,90
2022/5/20,0,-70,20
2022/5/20,1,-65,10
2022/5/20,0,-70,30
2022/5/20,2,90,85
2022/5/20,4,70,80
2022/5/20,1,-70,50
2022/5/20,4,-85,75
2022/5/20,5,-70,50
2022/5/20,0,-70,80
2022/5/20,5,-60,30
2022/5/20,7,-60,40
2022/5/20,0,-80,60
2022/5/20,1,50,20
2022/5/20,4,-70,30
2022/5/20,1,-70,80
2022/5/20,1,-60,30
2022/5/20,1,-20,10
2022/5/20,2,-85,15
2022/5/20,0,-60,30
2022/5/20,5,-70,20
2022/5/20,0,-50,20
2022/5/20,2,-10,20
2022/5/20,3,-40,60
2022/5/20,1,40,65
2022/5/20,0,-60,10
2022/5/20,0,10,80
2022/5/20,3,-15,70
2022/5/20,0,-60,30
2022/5/20,5,-10,20
2022/5/20,2,10,40
2022/5/20,3,-80,70
2022/5/20,0,-60,70
2022/5/20,0,-75,65
2022/5/20,3,-70,30
2022/5/20,1,-30,40
2022/5/20,0,-10,70
2022/5/20,0,-60,20
2022/5/20,1,-70,20
2022/5/20,2,20,60
2022/5/20,0,-70,20
2022/5/20,2,-70,20
2022/5/20,1,-85,70
2022/5/20,1,70,30
2022/5/20,1,-75,20
2022/5/20,1,70,90
2022/5/20,2,40,60
2022/5/21,4,60,75
2022/5/21,0,-30,70
2022/5/21,12,60,75
2022/5/21,1,-60,80
2022/5/21,1,-70,20
2022/5/21,6,60,70
2022/5/22,0,-70,50
2022/5/22,2,-45,10
2022/5/22,0,70,80
2022/5/22,0,60,20
2022/5/22,1,15,5
2022/5/22,0,10,20
2022/5/22,3,-60,80
2022/5/22,0,-75,25
2022/5/22,3,80,90
2022/5/22,1,50,20
2022/5/22,0,-60,50
2022/5/22,0,-20,60
2022/5/22,2,-75,30
2022/5/22,1,70,80
2022/5/22,0,-40,60
2022/5/22,0,40,70
2022/5/22,0,-30,40
2022/5/22,0,-60,20
2022/5/22,2,-80,20
2022/5/22,1,-50,30
2022/5/22,2,-50,20
2022/5/22,13,-10,60
2022/5/22,3,-80,85
2022/5/22,2,-60,20
2022/5/22,3,-80,40
2022/5/23,0,-70,80
2022/5/23,0,15,5
2022/5/23,0,10,30
2022/5/23,0,75,60
2022/5/23,4,50,70
2022/5/24,12,-60,65
2022/5/24,7,-70,85
2022/5/24,2,60,80
2022/5/24,1,-60,80
2022/5/24,5,-20,70
2022/5/24,0,-40,60
2022/5/24,5,70,85
2022/5/24,4,-70,40
2022/5/24,0,50,70
2022/5/24,2,-30,60
2022/5/24,0,-70,60
2022/5/24,0,70,85
2022/5/24,1,-60,80
2022/5/24,6,60,80
2022/5/24,3,-60,30
2022/5/24,0,-60,80
2022/5/24,0,-40,10
2022/5/24,1,-70,60
2022/5/24,0,-80,60
2022/5/24,0,-30,20
2022/5/24,1,70,90
2022/5/24,1,-5,20
2022/5/24,0,-75,10
2022/5/24,2,-50,30
2022/5/24,0,-70,40
2022/5/25,0,-80,90
2022/5/25,0,70,80
2022/5/25,2,-40,70
2022/5/25,1,-15,55
2022/5/25,9,45,70
2022/5/25,2,-50,60
2022/5/25,2,-60,30
2022/5/25,3,-70,60
2022/5/25,1,-45,30
2022/5/25,0,-80,60
2022/5/25,7,-60,70
2022/5/25,2,-70,30
2022/5/25,8,60,80
2022/5/25,0,15,60
2022/5/25,2,-70,80
2022/5/25,0,-50,20
2022/5/25,1,20,50
2022/5/25,0,60,80
2022/5/25,0,-80,70
2022/5/25,2,-20,10
2022/5/25,1,60,70
2022/5/25,3,-50,60
2022/5/25,2,-70,60
2022/5/25,3,-75,30
2022/5/25,2,70,80
2022/5/26,0,-30,70
2022/5/26,2,20,75
2022/5/26,0,-40,60
2022/5/26,2,75,60
2022/5/26,8,50,75
2022/5/26,0,-70,30
2022/5/26,10,75,90
2022/5/26,0,-50,20
2022/5/26,0,-60,70
2022/5/26,0,5,20
2022/5/26,1,-20,70
2022/5/26,1,70,50
2022/5/26,1,-70,20
2022/5/26,6,-70,60
2022/5/26,1,50,70
2022/5/26,7,-60,70
2022/5/26,4,-80,60
2022/5/26,0,70,90
2022/5/26,1,75,85
2022/5/26,0,-15,30
2022/5/27,0,-75,60
2022/5/27,1,-15,25
2022/5/27,0,50,40
2022/5/27,0,-60,80
2022/5/27,0,-60,40
2022/5/27,0,20,40
2022/5/27,2,-50,70
2022/5/27,1,-80,85
2022/5/27,5,-10,70
2022/5/27,2,-70,40
2022/5/27,7,-5,70
2022/5/27,0,-70,60
2022/5/27,2,20,60
2022/5/27,5,-85,40
2022/5/27,0,-30,40
2022/5/27,1,60,80
2022/5/27,1,-10,70
2022/5/27,0,-60,70
2022/5/27,0,-40,70
2022/5/27,4,60,80
2022/5/27,0,0,20
2022/5/27,0,-70,60
2022/5/27,5,60,80
2022/5/27,0,-80,90
2022/5/27,4,-60,70
2022/5/27,0,80,90
2022/5/27,1,65,80
2022/5/27,1,-20,50
2022/5/27,1,-80,60
2022/5/27,1,70,50
2022/5/27,0,60,40
2022/5/27,3,-75,90
2022/5/27,0,-90,75
2022/5/27,2,-70,50
2022/5/27,0,-70,20
2022/5/27,0,0,60
2022/5/27,0,70,60
2022/5/28,6,-30,40
2022/5/28,9,60,40
2022/5/28,2,60,70
2022/5/28,0,-60,40
2022/5/29,2,70,80
2022/5/29,0,-70,30
2022/5/30,1,-20,40
2022/5/30,0,-70,80
2022/5/30,1,-60,30
2022/5/30,11,70,80
2022/5/30,0,80,95
2022/5/30,1,60,80
2022/5/31,0,75,65
2022/5/31,0,75,85
2022/5/31,7,-10,70
2022/5/31,2,10,20
2022/5/31,0,40,75
2022/5/31,0,-70,20
2022/5/31,0,-80,60
2022/5/31,2,70,30
2022/5/31,3,-60,20
2022/5/31,0,-50,80
2022/5/31,5,-10,20
2022/6/1,0,10,30
2022/6/1,0,-70,20
2022/6/1,6,-70,60
2022/6/1,6,-40,60
2022/6/1,2,-80,20
2022/6/1,2,-70,60
2022/6/1,0,-70,60
2022/6/1,1,75,20
2022/6/1,1,50,30
2022/6/1,1,-90,15
2022/6/1,3,40,60
2022/6/1,5,-80,70
2022/6/1,1,70,20
2022/6/1,1,-70,60
2022/6/1,0,-30,60
2022/6/2,0,-70,50
2022/6/2,0,70,50
2022/6/2,1,-75,50
2022/6/2,8,25,60
2022/6/2,7,-80,70
2022/6/2,0,10,60
2022/6/2,10,-75,60
2022/6/2,8,-70,85
2022/6/2,6,70,80
2022/6/2,0,-70,85
2022/6/2,0,-80,20
2022/6/2,0,20,70
2022/6/2,0,-80,20
2022/6/2,7,-70,60
2022/6/2,1,-50,10
2022/6/3,0,20,10
2022/6/3,6,-60,80
2022/6/3,1,-50,20
2022/6/3,1,-60,70
2022/6/3,4,-60,75
2022/6/3,0,-70,80
2022/6/3,7,70,85
2022/6/3,2,-80,20
2022/6/3,0,80,70
2022/6/3,0,-40,20
2022/6/3,4,15,80
2022/6/4,5,-70,80
2022/6/4,2,-70,60
2022/6/4,2,-60,70
2022/6/4,0,-70,80
2022/6/4,6,-90,80
2022/6/4,3,60,20
2022/6/4,0,20,70
2022/6/4,10,-10,60
2022/6/5,0,-60,30
2022/6/5,4,20,70
2022/6/5,0,-70,60
2022/6/5,4,-65,70
2022/6/5,0,-60,20
2022/6/5,2,-80,60
2022/6/5,0,-70,20
2022/6/5,2,-80,70
2022/6/5,0,-70,80
2022/6/5,1,-80,70
2022/6/6,0,-80,20
2022/6/6,0,-80,30
2022/6/6,1,65,80
2022/6/6,1,10,15
2022/6/6,3,-70,25
2022/6/7,1,70,85
2022/6/7,0,0,20
2022/6/7,0,-60,80
2022/6/7,0,-70,20
2022/6/7,8,20,60
2022/6/7,0,-70,60
2022/6/7,5,50,70
2022/6/7,2,30,60
2022/6/7,4,60,80
2022/6/7,6,-80,60
2022/6/7,0,-60,50
2022/6/7,3,-70,50
2022/6/7,1,-70,50
2022/6/7,0,10,60
2022/6/7,10,80,70
2022/6/7,2,20,10
2022/6/8,0,60,70
2022/6/8,0,-70,30
2022/6/8,9,-20,75
2022/6/8,1,-80,10
2022/6/8,6,-10,60
2022/6/8,0,40,60
2022/6/8,0,20,10
2022/6/8,0,-70,80
2022/6/8,0,-50,30
2022/6/8,1,-40,20
2022/6/8,2,-70,30
2022/6/8,0,30,60
2022/6/8,0,70,80
2022/6/8,10,40,50
2022/6/8,7,-65,85
2022/6/8,0,-70,60
2022/6/8,0,-75,60
2022/6/8,3,30,65
2022/6/8,0,-30,70
2022/6/8,1,-50,30
2022/6/8,2,-70,80
2022/6/8,2,-70,80
2022/6/8,2,-50,30
2022/6/8,0,-15,75
2022/6/8,4,70,90
2022/6/9,1,-60,75
2022/6/9,0,-70,20
2022/6/9,0,75,85
2022/6/9,6,-20,60
2022/6/9,0,-60,70
2022/6/9,2,70,80
2022/6/9,9,-60,70
2022/6/9,3,-70,60
2022/6/9,1,10,75
2022/6/9,0,-30,40
2022/6/9,1,-60,20
2022/6/9,7,30,70
2022/6/9,0,10,30
2022/6/9,1,-80,10
2022/6/10,0,-90,10
2022/6/10,7,20,60
2022/6/10,3,-70,80
2022/6/10,1,-70,40
2022/6/10,1,-80,60
2022/6/10,7,-65,85
2022/6/10,4,70,80
2022/6/10,2,70,85
