date,Response
2022-03-22 15:33:00,"Sentiment score: 80
Relatedness: 70"
2022-03-22 15:42:00,"Sentiment score: -70
Relatedness: 50"
2022-03-22 15:45:00,"Sentiment score: -60
Relatedness: 20"
2022-03-22 16:19:00,"Sentiment score: -90
Relatedness: 20"
2022-03-22 16:28:00,"Sentiment score: 10
Relatedness: 20"
2022-03-22 16:43:00,"Sentiment score: 0
Relatedness: 20"
2022-03-22 17:31:00,"Sentiment score: -60
Relatedness: 20"
2022-03-22 17:45:00,"Sentiment score: 10
Relatedness: 20"
2022-03-22 17:48:00,"Sentiment score: -10
Relatedness: 50"
2022-03-22 18:26:00,"Sentiment score: 80
Relatedness: 90"
2022-03-22 21:32:00,"Sentiment score: -80
Relatedness: 60"
2022-03-23 07:12:00,"Sentiment score: -70
Relatedness: 80"
2022-03-23 07:14:00,"Sentiment score: 25
Relatedness: 10"
2022-03-23 08:10:00,"Sentiment score: 25
Relatedness: 60"
2022-03-23 08:12:00,"Sentiment score: 70
Relatedness: 80"
2022-03-23 08:24:00,"Sentiment score: -70
Relatedness: 60"
2022-03-23 09:35:00,"Sentiment score: -50
Relatedness: 30"
2022-03-23 09:51:00,"Sentiment score: -70
Relatedness: 30"
2022-03-23 09:57:00,"Sentiment score: 0
Relatedness: 10"
2022-03-23 10:00:00,"Sentiment score: 10
Relatedness: 20"
2022-03-23 10:09:00,"Sentiment score: -70
Relatedness: 40"
2022-03-23 10:20:00,"Sentiment score: -10
Relatedness: 20"
2022-03-23 10:41:00,"Sentiment score: -70
Relatedness: 60"
2022-03-23 10:42:00,"Sentiment score: 10
Relatedness: 50"
2022-03-23 10:49:00,"Sentiment score: 70
Relatedness: 85"
2022-03-23 10:53:00,"Sentiment score: 65
Relatedness: 85"
2022-03-23 10:55:00,"Sentiment score: -20
Relatedness: 40"
2022-03-23 10:56:00,"Sentiment score: -80
Relatedness: 70"
2022-03-23 10:57:00,"Sentiment score: 60
Relatedness: 80"
2022-03-23 10:58:00,"Sentiment score: -70
Relatedness: 10"
2022-03-23 11:05:00,"Sentiment score: -80
Relatedness: 30"
2022-03-23 11:06:00,"Sentiment score: 0
Relatedness: 10"
2022-03-23 11:12:00,"Sentiment score: 0
Relatedness: 20"
2022-03-23 11:16:00,"Sentiment score: 70
Relatedness: 80"
2022-03-23 11:37:00,"Sentiment score: 10
Relatedness: 30"
2022-03-23 11:44:00,"Sentiment score: -30
Relatedness: 10"
2022-03-23 11:48:00,"Sentiment score: 0
Relatedness: 20"
2022-03-23 11:51:00,"Sentiment score: 10
Relatedness: 30"
2022-03-23 12:11:00,"Sentiment score: 10
Relatedness: 80"
2022-03-23 12:14:00,"Sentiment score: 20
Relatedness: 80"
2022-03-23 12:37:00,"Sentiment score: 20
Relatedness: 60"
2022-03-23 12:44:00,"Sentiment score: 20
Relatedness: 40"
2022-03-23 13:10:00,"Sentiment score: -80
Relatedness: 60"
2022-03-23 13:13:00,"Sentiment score: 0
Relatedness: 20"
2022-03-23 13:35:00,"Sentiment score: 50
Relatedness: 60"
2022-03-23 13:48:00,"Sentiment score: 50
Relatedness: 70"
2022-03-23 13:54:00,"Sentiment score: 65
Relatedness: 80"
2022-03-23 14:08:00,"Sentiment score: 70
Relatedness: 30"
2022-03-23 14:13:00,"Sentiment score: 0
Relatedness: 50"
2022-03-23 14:18:00,"Sentiment score: 0
Relatedness: 20"
2022-03-23 14:19:00,"Sentiment score: 70
Relatedness: 80"
2022-03-23 14:20:00,"Sentiment score: -70
Relatedness: 20"
2022-03-23 14:22:00,"Sentiment score: 60
Relatedness: 70"
2022-03-23 14:23:00,"Sentiment score: 0
Relatedness: 70"
2022-03-23 14:26:00,"Sentiment score: 40
Relatedness: 60"
2022-03-23 14:31:00,"Sentiment score: -70
Relatedness: 80"
2022-03-23 14:53:00,"Sentiment score: 45
Relatedness: 20"
2022-03-23 14:53:00,"Sentiment score: -70
Relatedness: 20"
2022-03-23 14:54:00,"Sentiment score: -20
Relatedness: 60"
2022-03-23 15:09:00,"Sentiment score: 0
Relatedness: 60"
2022-03-23 15:14:00,"Sentiment score: 75
Relatedness: 80"
2022-03-23 15:15:00,"Sentiment score: -50
Relatedness: 60"
2022-03-23 15:16:00,"Sentiment score: 5
Relatedness: 30"
2022-03-23 15:25:00,"Sentiment score: 50
Relatedness: 30"
2022-03-23 15:30:00,"Sentiment score: 60
Relatedness: 80"
2022-03-23 15:38:00,"Sentiment score: -70
Relatedness: 80"
2022-03-23 15:43:00,"Sentiment score: -50
Relatedness: 40"
2022-03-23 15:46:00,"Sentiment score: 75
Relatedness: 85"
2022-03-23 16:06:00,"Sentiment score: 50
Relatedness: 20"
2022-03-23 16:12:00,"Sentiment score: -30
Relatedness: 40"
2022-03-23 16:14:00,"Sentiment score: 30
Relatedness: 60"
2022-03-23 16:16:00,"Sentiment score: 0
Relatedness: 50"
2022-03-23 17:21:00,"Sentiment score: -70
Relatedness: 30"
2022-03-23 18:56:00,"Sentiment score: -60
Relatedness: 40"
2022-03-23 19:13:00,"Sentiment score: 20
Relatedness: 60"
2022-03-23 19:27:00,"Sentiment score: -80
Relatedness: 60"
2022-03-23 19:31:00,"Sentiment score: -70
Relatedness: 30"
2022-03-23 19:34:00,"Sentiment score: 50
Relatedness: 60"
2022-03-23 19:51:00,"Sentiment score: -30
Relatedness: 60"
2022-03-23 20:09:00,"Sentiment score: 70
Relatedness: 90"
2022-03-23 20:20:00,"Sentiment score: 60
Relatedness: 20"
2022-03-23 20:29:00,"Sentiment score: 50
Relatedness: 80"
2022-03-23 20:40:00,"Sentiment score: 60
Relatedness: 30"
2022-03-23 21:06:00,"Sentiment score: 0
Relatedness: 20"
2022-03-23 21:06:00,"Sentiment score: -70
Relatedness: 20"
2022-03-23 21:07:00,"Sentiment score: 50
Relatedness: 80"
2022-03-23 21:21:00,"Sentiment score: -50
Relatedness: 70"
2022-03-23 21:28:00,"Sentiment score: -70
Relatedness: 40"
2022-03-23 21:40:00,"Sentiment score: 20
Relatedness: 80"
2022-03-23 22:02:00,"Sentiment score: 50
Relatedness: 80"
2022-03-23 22:31:00,"Sentiment score: 10
Relatedness: 50"
2022-03-23 22:55:00,"Sentiment score: 60
Relatedness: 40"
2022-03-23 22:59:00,"Sentiment score: -60
Relatedness: 80"
2022-03-23 23:40:00,"Sentiment score: 15
Relatedness: 70"
2022-03-24 06:20:00,"Sentiment score: -70
Relatedness: 80"
2022-03-24 06:32:00,"Sentiment score: 80
Relatedness: 90"
2022-03-24 07:46:00,"Sentiment score: 80
Relatedness: 70"
2022-03-24 07:53:00,"Sentiment score: -30
Relatedness: 60"
2022-03-24 08:49:00,"Sentiment score: 20
Relatedness: 60"
2022-03-24 08:55:00,"Sentiment score: -80
Relatedness: 20"
2022-03-24 09:05:00,"Sentiment score: 50
Relatedness: 20"
2022-03-24 09:07:00,"Sentiment score: 0
Relatedness: 0"
2022-03-24 09:29:00,"Sentiment score: 50
Relatedness: 70"
2022-03-24 09:34:00,"Sentiment score: 20
Relatedness: 45"
2022-03-24 09:48:00,"Sentiment score: -20
Relatedness: 5"
2022-03-24 09:58:00,"Sentiment score: 20
Relatedness: 60"
2022-03-24 10:05:00,"Sentiment score: 20
Relatedness: 60"
2022-03-24 10:17:00,"Sentiment score: -10
Relatedness: 5"
2022-03-24 10:18:00,"Sentiment score: -70
Relatedness: 60"
2022-03-24 10:26:00,"Sentiment score: 0
Relatedness: 20"
2022-03-24 10:32:00,"Sentiment score: 50
Relatedness: 20"
2022-03-24 10:32:00,"Sentiment score: 60
Relatedness: 20"
2022-03-24 10:36:00,"Sentiment score: 20
Relatedness: 60"
2022-03-24 10:39:00,"Sentiment score: -10
Relatedness: 30"
2022-03-24 10:53:00,"Sentiment score: 55
Relatedness: 30"
2022-03-24 11:05:00,"Sentiment score: -70
Relatedness: 85"
2022-03-24 11:09:00,"Sentiment score: 0
Relatedness: 70"
2022-03-24 11:17:00,"Sentiment score: 0
Relatedness: 20"
2022-03-24 11:56:00,"Sentiment score: -80
Relatedness: 30"
2022-03-24 12:15:00,"Sentiment score: 10
Relatedness: 60"
2022-03-24 12:28:00,"Sentiment score: -80
Relatedness: 90"
2022-03-24 13:06:00,"Sentiment score: 60
Relatedness: 75"
2022-03-24 13:42:00,"Sentiment score: 40
Relatedness: 75"
2022-03-24 13:50:00,"Sentiment score: 60
Relatedness: 80"
2022-03-24 14:22:00,"Sentiment score: 30
Relatedness: 50"
2022-03-24 14:29:00,"Sentiment score: -60
Relatedness: 80"
2022-03-24 14:48:00,"Sentiment score: 0
Relatedness: 20"
2022-03-24 15:02:00,"Sentiment score: -60
Relatedness: 30"
2022-03-24 15:03:00,"Sentiment score: -40
Relatedness: 70"
2022-03-24 15:23:00,"Sentiment score: -50
Relatedness: 10"
2022-03-24 15:40:00,"Sentiment score: 60
Relatedness: 40"
2022-03-24 16:44:00,"Sentiment score: 60
Relatedness: 80"
2022-03-24 19:14:00,"Sentiment score: -20
Relatedness: 50"
2022-03-24 21:49:00,"Sentiment score: 0
Relatedness: 10"
2022-03-24 21:54:00,"Sentiment score: 50
Relatedness: 70"
2022-03-24 22:00:00,"Sentiment score: -60
Relatedness: 80"
2022-03-24 22:01:00,"Sentiment score: -30
Relatedness: 20"
2022-03-24 22:29:00,"Sentiment score: -20
Relatedness: 70"
2022-03-24 22:31:00,"Sentiment score: 40
Relatedness: 70"
2022-03-24 22:38:00,"Sentiment score: 10
Relatedness: 60"
2022-03-24 22:39:00,"Sentiment score: -70
Relatedness: 80"
2022-03-25 00:09:00,"Sentiment score: 0
Relatedness: 60"
2022-03-25 00:34:00,"Sentiment score: -60
Relatedness: 40"
2022-03-25 00:47:00,"Sentiment score: 0
Relatedness: 20"
2022-03-25 00:56:00,"Sentiment score: 50
Relatedness: 60"
2022-03-25 08:50:00,"Sentiment score: 70
Relatedness: 10"
2022-03-25 09:31:00,"Sentiment score: 60
Relatedness: 70"
2022-03-25 09:50:00,"Sentiment score: 10
Relatedness: 20"
2022-03-25 09:51:00,"Sentiment score: 70
Relatedness: 50"
2022-03-25 09:58:00,"Sentiment score: 50
Relatedness: 70"
2022-03-25 10:08:00,"Sentiment score: -80
Relatedness: 20"
2022-03-25 10:23:00,"Sentiment score: 0
Relatedness: 70"
2022-03-25 10:42:00,"Sentiment score: 50
Relatedness: 70"
2022-03-25 10:44:00,"Sentiment score: 60
Relatedness: 80"
2022-03-25 10:49:00,"Sentiment score: 30
Relatedness: 80"
2022-03-25 10:50:00,"Sentiment score: 70
Relatedness: 50"
2022-03-25 10:52:00,"Sentiment score: -10
Relatedness: 20"
2022-03-25 11:15:00,"Sentiment score: -20
Relatedness: 10"
2022-03-25 11:15:00,"Sentiment score: 70
Relatedness: 60"
2022-03-25 12:05:00,"Sentiment score: 0
Relatedness: 30"
2022-03-25 12:19:00,"Sentiment score: 50
Relatedness: 80"
2022-03-25 12:20:00,"Sentiment score: 50
Relatedness: 80"
2022-03-25 13:58:00,"Sentiment score: 70
Relatedness: 80"
2022-03-25 14:01:00,"Sentiment score: -20
Relatedness: 60"
2022-03-25 14:20:00,"Sentiment score: 0
Relatedness: 30"
2022-03-25 14:34:00,"Sentiment score: 70
Relatedness: 80"
2022-03-25 14:46:00,"Sentiment score: -70
Relatedness: 80"
2022-03-25 14:58:00,"Sentiment score: -50
Relatedness: 70"
2022-03-25 17:07:00,"Sentiment score: -70
Relatedness: 50"
2022-03-25 19:56:00,"Sentiment score: 0
Relatedness: 10"
2022-03-25 21:13:00,"Sentiment score: -10
Relatedness: 30"
2022-03-25 21:39:00,"Sentiment score: -70
Relatedness: 80"
2022-03-25 21:53:00,"Sentiment score: 80
Relatedness: 70"
2022-03-25 23:44:00,"Sentiment score: 50
Relatedness: 20"
2022-03-26 07:23:00,"Sentiment score: 50
Relatedness: 80"
2022-03-26 09:46:00,"Sentiment score: 10
Relatedness: 40"
2022-03-26 09:47:00,"Sentiment score: 0
Relatedness: 20"
2022-03-26 16:09:00,"Sentiment score: 0
Relatedness: 80"
2022-03-26 21:38:00,"Sentiment score: -70
Relatedness: 60"
2022-03-27 11:13:00,"Sentiment score: -70
Relatedness: 80"
2022-03-27 13:55:00,"Sentiment score: 0
Relatedness: 50"
2022-03-27 14:23:00,"Sentiment score: 40
Relatedness: 60"
2022-03-27 20:13:00,"Sentiment score: 85
Relatedness: 90"
2022-03-28 07:13:00,"Sentiment score: 0
Relatedness: 20"
2022-03-28 08:18:00,"Sentiment score: 30
Relatedness: 60"
2022-03-28 08:23:00,"Sentiment score: -50
Relatedness: 20"
2022-03-28 08:36:00,"Sentiment score: 60
Relatedness: 80"
2022-03-28 09:21:00,"Sentiment score: -50
Relatedness: 30"
2022-03-28 09:32:00,"Sentiment score: 0
Relatedness: 20"
2022-03-28 09:32:00,"Sentiment score: 50
Relatedness: 20"
2022-03-28 09:33:00,"Sentiment score: 20
Relatedness: 60"
2022-03-28 09:47:00,"Sentiment score: 80
Relatedness: 90"
2022-03-28 10:15:00,"Sentiment score: -70
Relatedness: 80"
2022-03-28 10:28:00,"Sentiment score: -20
Relatedness: 40"
2022-03-28 10:29:00,"Sentiment score: 80
Relatedness: 90"
2022-03-28 10:30:00,"Sentiment score: 70
Relatedness: 80"
2022-03-28 10:33:00,"Sentiment score: -10
Relatedness: 60"
2022-03-28 11:29:00,"Sentiment score: 60
Relatedness: 85"
2022-03-28 11:37:00,"Sentiment score: 0
Relatedness: 20"
2022-03-28 11:39:00,"Sentiment score: -70
Relatedness: 50"
2022-03-28 11:40:00,"Sentiment score: 20
Relatedness: 10"
2022-03-28 11:48:00,"Sentiment score: 50
Relatedness: 20"
2022-03-28 13:57:00,"Sentiment score: 80
Relatedness: 90"
2022-03-28 14:04:00,"Sentiment score: -70
Relatedness: 60"
2022-03-28 14:15:00,"Sentiment score: 0
Relatedness: 50"
2022-03-28 14:31:00,"Sentiment score: -80
Relatedness: 20"
2022-03-28 14:46:00,"Sentiment score: 5
Relatedness: 20"
2022-03-28 14:46:00,"Sentiment score: -70
Relatedness: 20"
2022-03-28 14:55:00,"Sentiment score: -60
Relatedness: 70"
2022-03-28 15:06:00,"Sentiment score: 75
Relatedness: 60"
2022-03-28 17:11:00,"Sentiment score: 70
Relatedness: 80"
2022-03-28 19:21:00,"Sentiment score: 20
Relatedness: 60"
2022-03-28 19:57:00,"Sentiment score: -80
Relatedness: 40"
2022-03-28 20:30:00,"Sentiment score: 0
Relatedness: 50"
2022-03-28 21:41:00,"Sentiment score: 80
Relatedness: 90"
2022-03-28 21:51:00,"Sentiment score: -70
Relatedness: 90"
2022-03-28 22:00:00,"Sentiment score: -75
Relatedness: 85"
2022-03-29 03:32:00,"Sentiment score: -70
Relatedness: 50"
2022-03-29 04:50:00,"Sentiment score: -60
Relatedness: 70"
2022-03-29 06:17:00,"Sentiment score: -70
Relatedness: 20"
2022-03-29 07:04:00,"Sentiment score: 50
Relatedness: 20"
2022-03-29 07:09:00,"Sentiment score: -70
Relatedness: 60"
2022-03-29 07:17:00,"Sentiment score: 50
Relatedness: 60"
2022-03-29 08:40:00,"Sentiment score: 40
Relatedness: 60"
2022-03-29 08:48:00,"Sentiment score: 10
Relatedness: 20"
2022-03-29 09:21:00,"Sentiment score: 80
Relatedness: 60"
2022-03-29 09:24:00,"Sentiment score: 0
Relatedness: 30"
2022-03-29 09:48:00,"Sentiment score: -80
Relatedness: 70"
2022-03-29 09:55:00,"Sentiment score: -70
Relatedness: 20"
2022-03-29 10:11:00,"Sentiment score: 25
Relatedness: 70"
2022-03-29 10:11:00,"Sentiment score: 70
Relatedness: 90"
2022-03-29 10:49:00,"Sentiment score: 20
Relatedness: 80"
2022-03-29 10:58:00,"Sentiment score: 20
Relatedness: 10"
2022-03-29 11:29:00,"Sentiment score: -70
Relatedness: 80"
2022-03-29 11:34:00,"Sentiment score: -70
Relatedness: 30"
2022-03-29 11:40:00,"Sentiment score: -80
Relatedness: 60"
2022-03-29 12:06:00,"Sentiment score: -70
Relatedness: 20"
2022-03-29 12:35:00,"Sentiment score: 50
Relatedness: 80"
2022-03-29 13:21:00,"Sentiment score: 80
Relatedness: 85"
2022-03-29 14:34:00,"Sentiment score: 50
Relatedness: 70"
2022-03-29 15:23:00,"Sentiment score: -70
Relatedness: 20"
2022-03-29 16:21:00,"Sentiment score: -60
Relatedness: 20"
2022-03-29 19:57:00,"Sentiment score: -50
Relatedness: 70"
2022-03-29 20:02:00,"Sentiment score: -70
Relatedness: 40"
2022-03-29 20:06:00,"Sentiment score: 0
Relatedness: 20"
2022-03-29 20:21:00,"Sentiment score: -70
Relatedness: 90"
2022-03-29 20:27:00,"Sentiment score: -80
Relatedness: 90"
2022-03-29 20:34:00,"Sentiment score: -40
Relatedness: 70"
2022-03-29 20:39:00,"Sentiment score: 60
Relatedness: 80"
2022-03-29 21:09:00,"Sentiment score: 20
Relatedness: 60"
2022-03-29 21:29:00,"Sentiment score: 0
Relatedness: 20"
2022-03-29 22:29:00,"Sentiment score: -50
Relatedness: 20"
2022-03-30 00:11:00,"Sentiment score: -50
Relatedness: 20"
2022-03-30 01:13:00,"Sentiment score: 55
Relatedness: 30"
2022-03-30 06:24:00,"Sentiment score: -70
Relatedness: 50"
2022-03-30 07:57:00,"Sentiment score: 0
Relatedness: 90"
2022-03-30 08:12:00,"Sentiment score: -60
Relatedness: 20"
2022-03-30 08:13:00,"Sentiment score: 40
Relatedness: 70"
2022-03-30 08:55:00,"Sentiment score: 70
Relatedness: 80"
2022-03-30 08:55:00,"Sentiment score: 20
Relatedness: 50"
2022-03-30 09:14:00,"Sentiment score: -70
Relatedness: 50"
2022-03-30 10:11:00,"Sentiment score: -30
Relatedness: 20"
2022-03-30 10:31:00,"Sentiment score: -80
Relatedness: 90"
2022-03-30 11:09:00,"Sentiment score: 0
Relatedness: 50"
2022-03-30 11:16:00,"Sentiment score: 0
Relatedness: 25"
2022-03-30 11:29:00,"Sentiment score: 80
Relatedness: 90"
2022-03-30 11:30:00,"Sentiment score: 10
Relatedness: 50"
2022-03-30 11:40:00,"Sentiment score: -25
Relatedness: 10"
2022-03-30 13:33:00,"Sentiment score: -80
Relatedness: 90"
2022-03-30 13:35:00,"Sentiment score: -70
Relatedness: 10"
2022-03-30 13:41:00,"Sentiment score: 0
Relatedness: 10"
2022-03-30 14:06:00,"Sentiment score: -70
Relatedness: 80"
2022-03-30 14:26:00,"Sentiment score: 70
Relatedness: 60"
2022-03-30 14:51:00,"Sentiment score: -70
Relatedness: 10"
2022-03-30 15:02:00,"Sentiment score: 0
Relatedness: 10"
2022-03-30 23:41:00,"Sentiment score: -40
Relatedness: 10"
2022-03-31 06:39:00,"Sentiment score: 0
Relatedness: 20"
2022-03-31 06:39:00,"Sentiment score: 0
Relatedness: 20"
2022-03-31 06:56:00,"Sentiment score: 10
Relatedness: 65"
2022-03-31 07:10:00,"Sentiment score: -80
Relatedness: 75"
2022-03-31 08:34:00,"Sentiment score: 10
Relatedness: 50"
2022-03-31 09:03:00,"Sentiment score: -70
Relatedness: 60"
2022-03-31 09:03:00,"Sentiment score: -50
Relatedness: 20"
2022-03-31 09:29:00,"Sentiment score: -70
Relatedness: 20"
2022-03-31 09:42:00,"Sentiment score: 50
Relatedness: 70"
2022-03-31 09:59:00,"Sentiment score: -10
Relatedness: 20"
2022-03-31 10:35:00,"Sentiment score: -20
Relatedness: 60"
2022-03-31 11:18:00,"Sentiment score: -20
Relatedness: 80"
2022-03-31 13:04:00,"Sentiment score: 0
Relatedness: 25"
2022-03-31 13:08:00,"Sentiment score: -30
Relatedness: 60"
2022-03-31 13:16:00,"Sentiment score: -10
Relatedness: 60"
2022-03-31 13:16:00,"Sentiment score: -80
Relatedness: 70"
2022-03-31 13:19:00,"Sentiment score: 0
Relatedness: 10"
2022-03-31 13:20:00,"Sentiment score: 0
Relatedness: 10"
2022-03-31 13:27:00,"Sentiment score: -70
Relatedness: 80"
2022-03-31 14:50:00,"Sentiment score: -80
Relatedness: 80"
2022-03-31 16:31:00,"Sentiment score: -60
Relatedness: 80"
2022-03-31 19:58:00,"Sentiment score: -40
Relatedness: 70"
2022-03-31 21:47:00,"Sentiment score: -80
Relatedness: 20"
2022-04-01 09:16:00,"Sentiment score: 70
Relatedness: 40"
2022-04-01 09:25:00,"Sentiment score: -70
Relatedness: 50"
2022-04-01 09:27:00,"Sentiment score: -50
Relatedness: 60"
2022-04-01 13:23:00,"Sentiment score: -70
Relatedness: 20"
2022-04-01 13:46:00,"Sentiment score: 0
Relatedness: 10"
2022-04-01 14:04:00,"Sentiment score: -70
Relatedness: 90"
2022-04-01 14:07:00,"Sentiment score: 20
Relatedness: 75"
2022-04-01 14:56:00,"Sentiment score: 40
Relatedness: 60"
2022-04-01 15:58:00,"Sentiment score: -30
Relatedness: 60"
2022-04-01 17:22:00,"Sentiment score: -70
Relatedness: 50"
2022-04-01 21:39:00,"Sentiment score: 0
Relatedness: 10"
2022-04-03 15:28:00,"Sentiment score: 10
Relatedness: 90"
2022-04-04 15:03:00,"Sentiment score: -60
Relatedness: 70"
2022-04-04 20:40:00,"Sentiment score: -60
Relatedness: 50"
2022-04-04 20:45:00,"Sentiment score: 70
Relatedness: 90"
2022-04-05 12:14:00,"Sentiment score: 10
Relatedness: 50"
2022-04-05 18:07:00,"Sentiment score: 50
Relatedness: 60"
2022-04-06 09:58:00,"Sentiment score: 35
Relatedness: 70"
2022-04-06 10:46:00,"Sentiment score: 0
Relatedness: 20"
2022-04-06 10:57:00,"Sentiment score: 10
Relatedness: 50"
2022-04-06 14:18:00,"Sentiment score: 70
Relatedness: 80"
2022-04-06 14:26:00,"Sentiment score: 80
Relatedness: 90"
2022-04-06 14:26:00,"Sentiment score: 40
Relatedness: 60"
2022-04-06 14:28:00,"Sentiment score: -50
Relatedness: 20"
2022-04-06 14:30:00,"Sentiment score: 80
Relatedness: 60"
2022-04-06 14:31:00,"Sentiment score: 60
Relatedness: 30"
2022-04-06 14:45:00,"Sentiment score: -60
Relatedness: 80"
2022-04-06 14:54:00,"Sentiment score: -90
Relatedness: 30"
2022-04-06 14:55:00,"Sentiment score: 45
Relatedness: 60"
2022-04-06 15:20:00,"Sentiment score: -50
Relatedness: 30"
2022-04-06 15:37:00,"Sentiment score: 50
Relatedness: 70"
2022-04-06 15:50:00,"Sentiment score: 0
Relatedness: 20"
2022-04-06 15:59:00,"Sentiment score: 0
Relatedness: 20"
2022-04-06 17:15:00,"Sentiment score: -60
Relatedness: 30"
2022-04-06 17:58:00,"Sentiment score: 20
Relatedness: 70"
2022-04-06 21:04:00,"Sentiment score: 0
Relatedness: 50"
2022-04-06 23:23:00,"Sentiment score: 0
Relatedness: 30"
2022-04-07 06:14:00,"Sentiment score: 10
Relatedness: 50"
2022-04-07 08:27:00,"Sentiment score: -70
Relatedness: 85"
2022-04-07 08:36:00,"Sentiment score: 50
Relatedness: 70"
2022-04-07 09:38:00,"Sentiment score: -50
Relatedness: 70"
2022-04-07 09:47:00,"Sentiment score: 0
Relatedness: 20"
2022-04-07 09:53:00,"Sentiment score: 50
Relatedness: 70"
2022-04-07 10:21:00,"Sentiment score: 0
Relatedness: 10"
2022-04-07 11:40:00,"Sentiment score: 60
Relatedness: 80"
2022-04-07 12:24:00,"Sentiment score: -20
Relatedness: 60"
2022-04-07 14:24:00,"Sentiment score: -70
Relatedness: 80"
2022-04-07 14:37:00,"Sentiment score: -20
Relatedness: 50"
2022-04-07 14:38:00,"Sentiment score: 30
Relatedness: 70"
2022-04-07 15:04:00,"Sentiment score: 20
Relatedness: 75"
2022-04-07 16:12:00,"Sentiment score: 5
Relatedness: 65"
2022-04-07 19:12:00,"Sentiment score: 0
Relatedness: 30"
2022-04-08 09:05:00,"Sentiment score: -30
Relatedness: 10"
2022-04-08 11:32:00,"Sentiment score: 10
Relatedness: 20"
2022-04-08 11:33:00,"Sentiment score: -10
Relatedness: 60"
2022-04-08 11:48:00,"Sentiment score: -70
Relatedness: 20"
2022-04-08 11:57:00,"Sentiment score: 0
Relatedness: 10"
2022-04-08 12:56:00,"Sentiment score: -80
Relatedness: 90"
2022-04-08 14:51:00,"Sentiment score: -70
Relatedness: 60"
2022-04-08 16:38:00,"Sentiment score: 70
Relatedness: 85"
2022-04-08 19:24:00,"Sentiment score: -50
Relatedness: 70"
2022-04-08 22:17:00,"Sentiment score: -70
Relatedness: 30"
2022-04-10 11:08:00,"Sentiment score: 0
Relatedness: 30"
2022-04-10 16:22:00,"Sentiment score: -80
Relatedness: 90"
2022-04-11 10:09:00,"Sentiment score: -70
Relatedness: 20"
2022-04-11 11:03:00,"Sentiment score: -80
Relatedness: 60"
2022-04-11 11:14:00,"Sentiment score: -70
Relatedness: 30"
2022-04-11 11:37:00,"Sentiment score: 60
Relatedness: 80"
2022-04-11 14:03:00,"Sentiment score: 80
Relatedness: 90"
2022-04-11 14:13:00,"Sentiment score: -50
Relatedness: 20"
2022-04-11 14:16:00,"Sentiment score: -80
Relatedness: 90"
2022-04-11 14:28:00,"Sentiment score: -80
Relatedness: 85"
2022-04-11 14:51:00,"Sentiment score: -90
Relatedness: 10"
2022-04-11 20:55:00,"Sentiment score: -20
Relatedness: 60"
2022-04-11 21:09:00,"Sentiment score: -70
Relatedness: 90"
2022-04-11 21:48:00,"Sentiment score: 20
Relatedness: 60"
2022-04-11 22:11:00,"Sentiment score: -80
Relatedness: 20"
2022-04-12 10:09:00,"Sentiment score: -90
Relatedness: 85"
2022-04-12 10:55:00,"Sentiment score: 50
Relatedness: 10"
2022-04-12 10:57:00,"Sentiment score: 15
Relatedness: 80"
2022-04-12 11:20:00,"Sentiment score: -70
Relatedness: 80"
2022-04-12 12:11:00,"Sentiment score: -80
Relatedness: 70"
2022-04-12 13:19:00,"Sentiment score: -10
Relatedness: 30"
2022-04-12 13:42:00,"Sentiment score: 20
Relatedness: 70"
2022-04-12 13:56:00,"Sentiment score: 0
Relatedness: 50"
2022-04-12 14:01:00,"Sentiment score: 30
Relatedness: 60"
2022-04-12 14:36:00,"Sentiment score: 80
Relatedness: 60"
2022-04-12 18:37:00,"Sentiment score: 60
Relatedness: 80"
2022-04-12 18:49:00,"Sentiment score: 0
Relatedness: 20"
2022-04-12 18:50:00,"Sentiment score: 60
Relatedness: 80"
2022-04-12 22:16:00,"Sentiment score: 50
Relatedness: 80"
2022-04-12 22:36:00,"Sentiment score: 70
Relatedness: 80"
2022-04-12 22:36:00,"Sentiment score: 20
Relatedness: 60"
2022-04-12 22:37:00,"Sentiment score: 60
Relatedness: 80"
2022-04-12 23:21:00,"Sentiment score: -70
Relatedness: 30"
2022-04-13 08:08:00,"Sentiment score: 0
Relatedness: 30"
2022-04-13 09:02:00,"Sentiment score: 70
Relatedness: 80"
2022-04-13 09:13:00,"Sentiment score: -70
Relatedness: 80"
2022-04-13 09:16:00,"Sentiment score: 0
Relatedness: 80"
2022-04-13 09:16:00,"Sentiment score: 70
Relatedness: 90"
2022-04-13 09:31:00,"Sentiment score: 0
Relatedness: 20"
2022-04-13 10:23:00,"Sentiment score: 60
Relatedness: 20"
2022-04-13 10:25:00,"Sentiment score: 0
Relatedness: 20"
2022-04-13 10:42:00,"Sentiment score: 20
Relatedness: 40"
2022-04-13 10:44:00,"Sentiment score: 0
Relatedness: 20"
2022-04-13 10:51:00,"Sentiment score: 10
Relatedness: 30"
2022-04-13 10:52:00,"Sentiment score: -80
Relatedness: 30"
2022-04-13 11:11:00,"Sentiment score: -70
Relatedness: 50"
2022-04-13 11:37:00,"Sentiment score: -30
Relatedness: 70"
2022-04-13 13:46:00,"Sentiment score: -70
Relatedness: 55"
2022-04-13 13:48:00,"Sentiment score: 0
Relatedness: 30"
2022-04-13 13:56:00,"Sentiment score: -80
Relatedness: 60"
